Let me start by exploring the repository structure to understand what I'm auditing.
wasm_frontend/src/application: 18 files
   atlas.rs (17054)
    /// this figure however many workers there are. 32 MB is a few thousand
    /// coarse chunks — comfortably more than a rolling window holds, so
    /// pacing an area never empties it.
    const WORKER_ARCHIVE_BYTES: u64 = 32 * 1024 * 1024;

    /// `default_seed` must match the main thread's `WORLD_SEED`.
    #[wasm_bindgen]
    pub fn worker_init(query: &str, default_seed: u32) {
        let (seed, config) = generator_setup_from_query(query, default_seed);
        // In-memory for now: OPFS would make this outlive the tab, but even
        // held in the worker's own heap the archive is what makes the rolling
        // window cheap. A chunk evicted when the player turned away and
        // wanted again a moment later is a 0.46 ms decode instead of a 42 ms
        // regeneration, and the worker it comes back to is the one holding it
        // because the pool routes by chunk affinity.
        //
        // `generator_id` is the query string's own hash: it changes whenever
        // any world parameter does, which is exactly when archived geometry
        // stops being valid. It does *not* change when the generator's code
        // changes — a worker is rebuilt with the wasm module, so a code change
        // replaces the archive along with everything else. A persistent
        // archive would have to fold in a build hash.
        let generator_id = fnv64(query.as_bytes());
        SOURCE.with(|s| {
            *s.borrow_mut() = Some(ArchivedChunkSource::with_budget(
                SimpleNoiseProvider::new(),
                seed,
                config,
                Box::new(MemoryStorage::new()),
                generator_id,
                WORKER_ARCHIVE_BYTES,
            )
            // Extraction happens here, not on the main thread, so the surfel
            // density has to be read from the query on this side of the
            // worker boundary too.
            .with_surfel_density(surfel_density_from_query(query)));
        });
    }

    fn fnv64(bytes: &[u8]) -> u64 {
        let mut h: u64 = 0xcbf2_9ce4_8422_2325;
        for &byte in bytes {
            h ^= byte as u64;
            h = h.wrapping_mul(0x1000_0000_01b3);
        }
        h
    }

    #[wasm_bindgen]
    pub fn worker_generate(
        _request_id: u32,
        origin_x: f32,
        origin_z: f32,
        level: u32,
        lod: u8,
        artifact_bits: u8,
        reality_words: Vec<u32>,
    ) -> Vec<u8> {
        let artifacts = RenderArtifactNeeds::from_bits(artifact_bits)
            .expect("worker_generate received invalid artifact bits");
        let reality = RealitySnapshot::from_words(&reality_words)
            .expect("worker_generate received an invalid reality snapshot");
        SOURCE.with(|s| {
            let source = s.borrow();
            let source = source
                .as_ref()
                .expect("worker_generate called before worker_init");
            encode_chunk_payload(
                &source.load_with_artifacts(origin_x, origin_z, level, lod, &reality, artifacts),
            )
        })
    }
}


I've now read lib.rs in full. Key observations so far for lib.rs:

1. **Atomic statics** — 30ish atomic statics: DOOM_CONTROLS, INVERT_Y, MOUSE_SENSITIVITY_BITS, RENDER_SCALE_BITS, ANOMALY_DEBUG, ASSISTED_CONSUMPTION, CPU_SCALE_BITS, CPU_LOD_CUTOFF_BITS, CPU_MAX_SPLAT_RADIUS_BITS, CPU_MAX_VIRTUAL_DEPTH, CPU_MIN_MIP_OCCUPANCY_BITS, CPU_MAX_DRAW_DISTANCE_BITS, CPU_SHADOWS, RENDER_TOGGLE_BITS. All use `Ordering::Relaxed`. The f32 values are stored as `to_bits()` — this is safe for atomicity (single 32-bit store is atomic on wasm32). The `f32::from_bits` with NaN could be an issue — `set_mouse_sensitivity` clamps finite; `set_render_scale` clamps; `update_cpu_settings` validates via `.validated()`. But note `get_cpu_settings` reads each of 7 atomics individually — a torn *multi-field* snapshot: the JS side calls e.g. `set_cpu_quality_preset` which stores 7 fields sequentially with Relaxed ordering. A concurrent reader on the main thread... wait, actually the setters are called from JS on the main thread and the reader is on the main thread too (the splatter is CPU-side but runs on main thread? Actually there's a worker?). Hmm, "The CPU render settings are atomics only at the browser boundary... the splatter itself never reads these globals." Who reads them? `get_cpu_settings()` — called from where? Probably from JS, or from adapters. Since both stores and loads happen on the same JS thread (wasm main thread), there's no actual concurrency — atomics are just a data structure choice. But if a worker also reads them, torn multi-field snapshot could matter. Let me check where get_cpu_settings is called.

2. The f32 bit-pattern issue: NaN payloads. `set_cpu_scale` etc. via `update_cpu_settings` validate. But `CPU_MAX_VIRTUAL_DEPTH.store(settings.max_virtual_depth as u32...)` — fine.

3. RENDER_TOGGLE_BITS initialized to u32::MAX which means "default" — interesting protocol: `u32::MAX` sentinel means default toggles. `set_render_toggle` does read-modify-write via `get_render_toggles()` then `store`. If there were concurrent writers, lost updates. Single-threaded here, so OK.

4. Worker entry: `worker_generate` ignores `_request_id` — requests are synchronous; the request_id is presumably just for the JS side. Note the worker SOURCE thread_local RefCell — single-threaded per worker, fine.

5. `get_large_voxel_blueprint_svg` — O(steps² × chunk_w × chunk_d × grid.height()) — the inner scan over y for every cell is O(width × depth × height) per chunk, and it re-scans the full height column for each of the 9 material flags. This is a debug tool (not per-frame), so Low/Medium. Also combined_cells allocation is fine.

6. `get_debug_chunk_json` — the per-column loop scans y for every (x,z) → O(W·D·H) — debug only.

Now, who reads the CPU_* atomics? Let me grep. Also need to look at `boot`, `WORLD_SEED`, and the main-thread flow. Actually main.rs spawns a thread. lib.rs is the wasm entry.

Let me now grep for usages of these atomics across the codebase.
lib.rs read in full. Now let me trace who reads/writes each atomic and read the application files. First, usage grep:
/home/dbslim/vackrooms/wasm_frontend/src/drivers/webgl/draw.rs
/home/dbslim/vackrooms/wasm_frontend/src/drivers/cpu_canvas.rs
/home/dbslim/vackrooms/wasm_frontend/src/drivers/browser/input_bindings.rs
/home/dbslim/vackrooms/wasm_frontend/src/drivers/surface_webgl/draw.rs
/home/dbslim/vackrooms/wasm_frontend/src/drivers/splat_webgl/draw.rs
/home/dbslim/vackrooms/wasm_frontend/src/drivers/webgpu/renderer.rs
/home/dbslim/vackrooms/wasm_frontend/src/drivers/browser.rs
/home/dbslim/vackrooms/wasm_frontend/src/drivers/surfel_webgl/draw.rs
/home/dbslim/vackrooms/wasm_frontend/src/adapters/input.rs
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs

---------------------------------------------------------------------------
AttributeError                            Traceback (most recent call last)
Cell In[19], line 4
      1 base = "/home/dbslim/vackrooms"
      2 import subprocess
      3 r = subprocess.run(["rg", "-n", "DOOM_CONTROLS|INVERT_Y|MOUSE_SENSITIVITY_BITS|RENDER_SCALE_BITS|ANOMALY_DEBUG|ASSISTED_CONSUMPTION|CPU_SCALE_BITS|CPU_LOD_CUTOFF_BITS|CPU_MAX_SPLAT_RADIUS_BITS|CPU_MAX_VIRTUAL_DEPTH|CPU_MIN_MIP_OCCUPANCY_BITS|CPU_MAX_DRAW_DISTANCE_BITS|CPU_SHADOWS|RENDER_TOGGLE_BITS|get_cpu_settings|get_render_toggles|init_render_toggles", f"{base}/wasm_frontend/src", "-l"])
----> 4 print(r.stdout.decode())
      5 print("----")
      6 r = subprocess.run(["rg", "-n", "RENDER_TOGGLE_BITS|get_cpu_settings|get_render_toggles", f"{base}/wasm_frontend/src"], "-c")
      7 print(r.stdout.decode())

AttributeError: 'NoneType' object has no attribute 'decode'
/home/dbslim/vackrooms/wasm_frontend/src/drivers/cpu_canvas.rs:30:        let settings = crate::get_cpu_settings();
/home/dbslim/vackrooms/wasm_frontend/src/drivers/cpu_canvas.rs:82:        self.settings = crate::get_cpu_settings();
/home/dbslim/vackrooms/wasm_frontend/src/drivers/cpu_canvas.rs:86:        self.settings.toggles = crate::get_render_toggles();
/home/dbslim/vackrooms/wasm_frontend/src/drivers/webgl/draw.rs:212:        let toggles = crate::get_render_toggles();
/home/dbslim/vackrooms/wasm_frontend/src/drivers/webgpu/renderer.rs:184:            None => crate::get_cpu_settings().canvas_resolution_factor(),
/home/dbslim/vackrooms/wasm_frontend/src/drivers/webgpu/renderer.rs:202:            .apply_runtime_toggles(crate::get_render_toggles());
/home/dbslim/vackrooms/wasm_frontend/src/drivers/webgpu/renderer.rs:282:                let mut settings = crate::get_cpu_settings();
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:191:pub static RENDER_TOGGLE_BITS: AtomicU32 = AtomicU32::new(u32::MAX);
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:200:    let mut toggles = get_render_toggles();
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:202:    RENDER_TOGGLE_BITS.store(toggles.to_bits(), Ordering::Relaxed);
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:211:    get_render_toggles().enabled(name)
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:217:pub fn get_render_toggles() -> crate::application::render_settings::RenderToggles {
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:218:    let bits = RENDER_TOGGLE_BITS.load(Ordering::Relaxed);
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:228:pub fn init_render_toggles(query: &str) {
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:230:    RENDER_TOGGLE_BITS.store(toggles.to_bits(), Ordering::Relaxed);
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:234:pub fn get_cpu_settings() -> crate::adapters::cpu_splatter::CpuRenderSettings {
/home/dbslim/vackrooms/wasm_frontend/src/lib.rs:258:    let mut settings = get_cpu_settings();
/home/dbslim/vackrooms/wasm_frontend/src/drivers/surface_webgl/draw.rs:122:        let toggles = crate::get_render_toggles();
/home/dbslim/vackrooms/wasm_frontend/src/drivers/splat_webgl/draw.rs:97:        let toggles = crate::get_render_toggles();
/home/dbslim/vackrooms/wasm_frontend/src/drivers/browser.rs:82:            DriverRenderer::Cpu(_) => crate::get_cpu_settings().canvas_resolution_factor(),
/home/dbslim/vackrooms/wasm_frontend/src/drivers/browser.rs:496:    crate::init_render_toggles(&query);
/home/dbslim/vackrooms/wasm_frontend/src/drivers/surfel_webgl/draw.rs:79:        let toggles = crate::get_render_toggles();


Interesting — get_cpu_settings is called from cpu_canvas.rs (a driver) — probably the CPU splatter runs on the main thread? Or on a separate thread? Let me check cpu_canvas.rs and the input_bindings to see how the atomics are read per-frame. Note the input adapters read DOOM_CONTROLS etc. per-frame probably.

Let me now read the application files. Start with the smaller ones, in one go. First mod.rs, then generation_worker_policy.rs, perf_governor.rs, thermal.rs, quality.rs, flares.rs, navigation.rs, collision.rs, player.rs.
//! Application (use-case) layer of the browser client.
//!
//! Everything in this module is pure Rust with no browser dependencies:
//! it can be exercised by native unit tests. Outer layers communicate with
//! it exclusively through the ports declared in [`ports`].

pub mod atlas;
pub mod chunk_archive;
pub mod body;
pub mod collision;
pub mod engine;
pub mod flares;
pub mod generation_worker_policy;
pub mod navigation;
pub mod perf_governor;
pub mod player;
pub mod ports;
pub mod prepare_frame_lighting;
pub mod quality;
pub mod render_settings;
pub mod rendering;
pub mod streaming;
mod survival_inventory;
pub mod thermal;

====================================================================================================
//! Select concurrency for the browser's chunk-generation worker pool.
//!
//! This policy configures world generation and streaming only. The software
//! splat renderer remains on the browser's main thread. Keeping query parsing
//! and hardware clamping here makes the contract natively testable and keeps
//! browser APIs out of the application layer.

/// Safety ceiling for generation workers — not a target. `Auto` should use
/// every hardware thread the browser reports (minus one reserved for the
/// main/render thread), including on high-core-count machines; this only
/// guards against a browser misreporting an absurd `hardwareConcurrency`
/// value and spawning an unreasonable number of Worker instances (each one
/// duplicates the WASM module and atlas-building scratch memory).
pub const MAX_GENERATION_WORKERS: u8 = 32;

#[derive(Debug, Clone, Copy, PartialEq, Eq)]
pub enum GenerationWorkerPreference {
    /// Reserve one reported hardware thread for the browser/render loop.
    Auto,
    /// Generate synchronously through `LocalChunkSource` on the main thread.
    Disabled,
    /// Request an explicit number, still bounded by reported hardware.
    Fixed(u8),
}

impl Default for GenerationWorkerPreference {
    fn default() -> Self {
        Self::Auto
    }
}

impl GenerationWorkerPreference {
    /// Resolve a safe pool size from `Navigator.hardwareConcurrency`.
    /// Unknown/invalid reports use the conservative historical fallback of
    /// two hardware threads; automatic selection therefore uses one worker.
    pub fn resolve(self, hardware_concurrency: f64) -> usize {
        if self == Self::Disabled {
            return 0;
        }

        let reported_threads = if hardware_concurrency.is_finite() && hardware_concurrency >= 1.0 {
            hardware_concurrency.floor().min(u32::MAX as f64) as u32
        } else {
            2
        };
        let auto_workers = reported_threads
            .saturating_sub(1)
            .clamp(1, u32::from(MAX_GENERATION_WORKERS)) as u8;
        let fixed_worker_ceiling =
            reported_threads.clamp(1, u32::from(MAX_GENERATION_WORKERS)) as u8;
        match self {
            Self::Auto => auto_workers,
            Self::Fixed(requested) => requested.clamp(1, fixed_worker_ceiling),
            Self::Disabled => 0,
        }
        .into()
    }
}

/// Parses the last exact `workers` query pair. Canonical values are `auto`,
/// `0`, and positive integers; oversized integers clamp to the product cap.
/// Missing or malformed values safely restore automatic selection.
pub fn parse_generation_worker_preference(query: &str) -> GenerationWorkerPreference {
    let mut preference = GenerationWorkerPreference::Auto;
    for (key, value) in query
        .trim_start_matches('?')
        .split('&')
        .filter_map(|pair| pair.split_once('='))
    {
        if key != "workers" {
            continue;
        }
        preference = match value {
            "auto" => GenerationWorkerPreference::Auto,
            "0" => GenerationWorkerPreference::Disabled,
            _ => value
                .parse::<u32>()
                .ok()
                .filter(|requested| *requested > 0)
                .map(|requested| {
                    GenerationWorkerPreference::Fixed(
                        requested.min(u32::from(MAX_GENERATION_WORKERS)) as u8,
                    )
                })
                .unwrap_or(GenerationWorkerPreference::Auto),
        };
    }
    preference
}

#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn missing_and_malformed_values_restore_auto() {
        assert_eq!(
            parse_generation_worker_preference("?seed=7"),
            GenerationWorkerPreference::Auto
        );
        assert_eq!(
            parse_generation_worker_preference("?workers=banana"),
            GenerationWorkerPreference::Auto
        );
        assert_eq!(
            parse_generation_worker_preference("?not_workers=0"),
            GenerationWorkerPreference::Auto
        );
    }

    #[test]
    fn parses_disabled_auto_and_bounded_fixed_counts() {
        assert_eq!(
            parse_generation_worker_preference("?workers=0"),
            GenerationWorkerPreference::Disabled
        );
        assert_eq!(
            parse_generation_worker_preference("?workers=auto"),
            GenerationWorkerPreference::Auto
        );
        assert_eq!(
            parse_generation_worker_preference("?workers=3"),
            GenerationWorkerPreference::Fixed(3)
        );
        assert_eq!(
            parse_generation_worker_preference("?workers=999"),
            GenerationWorkerPreference::Fixed(MAX_GENERATION_WORKERS)
        );
    }

    #[test]
    fn last_duplicate_pair_wins_deterministically() {
        assert_eq!(
            parse_generation_worker_preference("?workers=4&workers=0"),
            GenerationWorkerPreference::Disabled
        );
    }

    #[test]
    fn resolution_reserves_the_main_thread_and_clamps_to_hardware() {
        assert_eq!(GenerationWorkerPreference::Auto.resolve(8.0), 7);
        assert_eq!(GenerationWorkerPreference::Auto.resolve(4.0), 3);
        assert_eq!(GenerationWorkerPreference::Auto.resolve(2.0), 1);
        assert_eq!(GenerationWorkerPreference::Auto.resolve(1.0), 1);
        assert_eq!(GenerationWorkerPreference::Fixed(4).resolve(2.0), 2);
        assert_eq!(GenerationWorkerPreference::Fixed(2).resolve(8.0), 2);
        assert_eq!(GenerationWorkerPreference::Disabled.resolve(8.0), 0);
    }

    /// A 16-thread machine must not be artificially throttled to a low
    /// worker count: `Auto` should use (almost) every reported thread. This
    /// is the regression test for the historical `MAX_GENERATION_WORKERS =
    /// 4` ceiling, which silently capped every machine above 5 hardware
    /// threads regardless of what was actually available.
    #[test]
    fn auto_scales_to_high_core_counts_instead_of_a_low_fixed_cap() {
        assert_eq!(GenerationWorkerPreference::Auto.resolve(16.0), 15);
        assert_eq!(
            GenerationWorkerPreference::Fixed(16).resolve(16.0),
            16,
            "an explicit request for 16 workers on 16-thread hardware must not be clamped below it"
        );
        assert_eq!(GenerationWorkerPreference::Auto.resolve(64.0), 32);
        assert_eq!(GenerationWorkerPreference::Fixed(u8::MAX).resolve(64.0), 32);
    }

    #[test]
    fn invalid_hardware_reports_use_a_conservative_fallback() {
        assert_eq!(GenerationWorkerPreference::Auto.resolve(f64::NAN), 1);
        assert_eq!(GenerationWorkerPreference::Auto.resolve(0.0), 1);
        assert_eq!(
            GenerationWorkerPreference::Fixed(4).resolve(f64::INFINITY),
            2
        );
    }
}


//! Adaptive internal-resolution policy, independent of renderer and browser.

/// Adaptive internal-resolution governor. Low-spec machines get fewer rays
/// per frame by rendering at a reduced backing-store resolution; the driver
/// applies the scale to the canvas. Hysteresis + cooldown prevent flapping.
#[derive(Debug, Clone, Copy)]
pub struct PerfGovernor {
    ema_frame_ms: f32,
    scale: f32,
    cooldown_frames: u32,
    /// Frames since the last scale-up attempt (saturating).
    frames_since_raise: u32,
    /// While positive, scale-ups are locked out because a recent raise
    /// immediately overloaded the GPU and had to be reverted (anti-flap).
    raise_lockout_frames: u32,
}

impl PerfGovernor {
    const SCALES: [f32; 4] = [0.5, 0.65, 0.8, 1.0];
    /// A drop this soon after a raise counts as a failed raise.
    const RAISE_PROBE_FRAMES: u32 = 600;
    /// How long a failed raise blocks further raise attempts (~1 min).
    const RAISE_LOCKOUT_FRAMES: u32 = 3600;

    pub fn new() -> Self {
        Self {
            ema_frame_ms: 16.0,
            scale: 0.8,
            cooldown_frames: 0,
            frames_since_raise: u32::MAX,
            raise_lockout_frames: 0,
        }
    }

    pub fn scale(&self) -> f32 {
        self.scale
    }

    pub fn update(&mut self, frame_ms: f32) {
        self.ema_frame_ms = self.ema_frame_ms * 0.95 + frame_ms.clamp(0.0, 100.0) * 0.05;
        self.frames_since_raise = self.frames_since_raise.saturating_add(1);
        self.raise_lockout_frames = self.raise_lockout_frames.saturating_sub(1);
        if self.cooldown_frames > 0 {
            self.cooldown_frames -= 1;
            return;
        }
        let idx = Self::SCALES
            .iter()
            .position(|&s| s == self.scale)
            .unwrap_or(2);
        if self.ema_frame_ms > 33.0 && idx > 0 {
            // Sustained under ~30 fps: drop one resolution step. If this
            // happens right after a raise, the raise failed — lock raises
            // out for a while so the scale doesn't oscillate.
            if self.frames_since_raise < Self::RAISE_PROBE_FRAMES {
                self.raise_lockout_frames = Self::RAISE_LOCKOUT_FRAMES;
            }
            self.scale = Self::SCALES[idx - 1];
            self.cooldown_frames = 120;
        } else if self.ema_frame_ms < 17.5
            && idx + 1 < Self::SCALES.len()
            && self.raise_lockout_frames == 0
        {
            // Holding 60Hz vsync (rAF EMA floors at ~16.7 ms, so a lower
            // threshold would never fire): probe one resolution step up.
            self.scale = Self::SCALES[idx + 1];
            self.cooldown_frames = 240;
            self.frames_since_raise = 0;
        }
    }
}

#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn governor_drops_resolution_under_sustained_load() {
        let mut governor = PerfGovernor::new();
        for _ in 0..200 {
            governor.update(50.0); // 20 fps
        }
        assert!(governor.scale() < 0.8);
    }

    #[test]
    fn governor_raises_resolution_when_holding_60hz_vsync() {
        let mut governor = PerfGovernor::new();
        // rAF on a 60Hz display floors at ~16.7ms even with GPU headroom.
        for _ in 0..600 {
            governor.update(16.7);
        }
        assert_eq!(governor.scale(), 1.0, "must reach native res under vsync");
    }

    #[test]
    fn governor_locks_out_raises_after_a_failed_probe() {
        let mut governor = PerfGovernor::new();
        for _ in 0..300 {
            governor.update(16.7); // raises to 1.0 almost immediately
        }
        assert_eq!(governor.scale(), 1.0);
        for _ in 0..600 {
            governor.update(40.0); // raise fails: overloaded at 1.0
        }
        assert!(governor.scale() < 1.0);
        let settled = governor.scale();
        for _ in 0..600 {
            governor.update(16.7); // healthy again, but inside the lockout
        }
        assert_eq!(governor.scale(), settled, "raise must stay locked out");
    }
}

====================================================================================================
//! Ambient temperature felt by the player, derived from the lit scene.
//!
//! The Backrooms' heat *is* its lighting: fluorescent tubes bake the air,
//! so standing under working fixtures warms the wanderer while darkness
//! (blackouts, dead bays, Level 1's failing grid) lets the air fall back to
//! the level's unlit baseline. Enclosure matters too — a lit closet cooks
//! faster than a lit atrium — approximated here by how much collision mass
//! crowds the player. Everything is pure math over the same deduplicated,
//! flicker-scaled fixture list every renderer sees: a sputtering tube that
//! is dark this instant radiates nothing this instant.

use crate::application::ports::LightSource;

/// Unlit-air baseline per level, °C. Level 0's dark corners still hold the
/// building's stale warmth; Level 1's raw concrete is genuinely cold.
pub fn dark_baseline_c(level: u32) -> f32 {
    match level {
        0 => 24.0,
        1 => 13.0,
        _ => 21.0,
    }
}

/// Maximum heating the fixture field can add above the baseline, °C.
const MAX_LIGHT_HEAT_C: f32 = 13.0;
/// Scales summed fixture irradiance into °C before the cap.
const HEAT_PER_IRRADIANCE: f32 = 9.0;
/// Enclosure raises effective heating by up to this factor.
const ENCLOSURE_GAIN: f32 = 0.6;
/// Radius probed for enclosing collision mass.
pub const ENCLOSURE_RADIUS: f32 = 6.0;
/// Collision-box count that reads as "fully enclosed".
const ENCLOSURE_SATURATION: f32 = 36.0;

/// The instantaneous ambient temperature at the player position.
///
/// `lights` must already carry this frame's flicker gain so failing tubes
/// heat exactly as much as they shine. The result is *unsmoothed*; the
/// engine applies thermal inertia so doorways don't flip the rate per frame.
pub fn ambient_celsius(
    level: u32,
    player: [f32; 3],
    lights: &[LightSource],
    enclosing_collision_boxes: usize,
) -> f32 {
    let mut irradiance = 0.0f32;
    for light in lights {
        let dx = light.position[0] - player[0];
        let dy = light.position[1] - player[1];
        let dz = light.position[2] - player[2];
        let distance = (dx * dx + dy * dy + dz * dz).sqrt();
        let range = light.radius.max(0.01);
        let falloff = (1.0 - distance / range).clamp(0.0, 1.0);
        irradiance += light.intensity * falloff * falloff;
    }

    let enclosure = (enclosing_collision_boxes as f32 / ENCLOSURE_SATURATION).clamp(0.0, 1.0);

    let heat = (irradiance * HEAT_PER_IRRADIANCE).min(MAX_LIGHT_HEAT_C)
        * (1.0 + ENCLOSURE_GAIN * enclosure);
    dark_baseline_c(level) + heat.min(MAX_LIGHT_HEAT_C * (1.0 + ENCLOSURE_GAIN))
}

#[cfg(test)]
mod tests {
    use super::*;
    use crate::application::collision::Aabb;
    use crate::application::ports::LightKind;

    fn fixture(position: [f32; 3], intensity: f32) -> LightSource {
        LightSource {
            id: 1,
            position,
            half_size: [0.5, 0.5],
            color: [1.0, 1.0, 1.0],
            radius: 16.0,
            intensity,
            kind: LightKind::CeilingPanel,
            flicker_mode: 0,
            enabled: true,
        }
    }

    fn walls_around(count: usize) -> Vec<Aabb> {
        (0..count)
            .map(|i| {
                let angle = i as f32;
                Aabb::new(
                    [angle.cos() * 2.0, 0.0, angle.sin() * 2.0],
                    [angle.cos() * 2.0 + 0.4, 3.0, angle.sin() * 2.0 + 0.4],
                )
            })
            .collect()
    }

    fn nearby_wall_count(player: [f32; 3], walls: &[Aabb]) -> usize {
        walls
            .iter()
            .filter(|wall| {
                let center_x = (wall.min[0] + wall.max[0]) * 0.5;
                let center_z = (wall.min[2] + wall.max[2]) * 0.5;
                let dx = center_x - player[0];
                let dz = center_z - player[2];
                dx * dx + dz * dz <= ENCLOSURE_RADIUS * ENCLOSURE_RADIUS
            })
            .count()
    }

    #[test]
    fn darkness_rests_at_the_level_baseline() {
        let ambient = ambient_celsius(0, [0.0, 1.7, 0.0], &[], 0);
        assert_eq!(ambient, dark_baseline_c(0));
        assert!(dark_baseline_c(1) < dark_baseline_c(0), "Level 1 runs cold");
    }

    #[test]
    fn standing_under_a_fixture_heats_the_air() {
        let lit = ambient_celsius(0, [0.0, 1.7, 0.0], &[fixture([0.0, 3.0, 0.0], 1.5)], 0);
        let far = ambient_celsius(0, [14.0, 1.7, 0.0], &[fixture([0.0, 3.0, 0.0], 1.5)], 0);
        assert!(
            lit > dark_baseline_c(0) + 2.0,
            "lit air must run hot: {lit}"
        );
        assert!(far < lit, "heat falls off with distance");
    }

    #[test]
    fn enclosure_amplifies_lit_spaces_but_not_dark_ones() {
        let light = [fixture([0.0, 3.0, 0.0], 1.5)];
        let player = [0.0, 1.7, 0.0];
        let walls = walls_around(40);
        let open = ambient_celsius(0, player, &light, 0);
        let tight = ambient_celsius(0, player, &light, nearby_wall_count(player, &walls));
        assert!(tight > open, "small lit rooms cook: {tight} vs {open}");

        let dark_open = ambient_celsius(0, player, &[], 0);
        let dark_tight = ambient_celsius(0, player, &[], nearby_wall_count(player, &walls));
        assert_eq!(dark_open, dark_tight, "enclosure without light is inert");
    }

    #[test]
    fn a_flickered_out_tube_radiates_nothing() {
        // The engine multiplies flicker gain into intensity before calling;
        // a dropout frame arrives here as near-zero intensity.
        let out = ambient_celsius(0, [0.0, 1.7, 0.0], &[fixture([0.0, 3.0, 0.0], 0.02)], 0);
        assert!(out - dark_baseline_c(0) < 0.5);
    }
}

====================================================================================================
//! One quality decision shared by world generation and renderer profiles.
//!
//! The URL adapter parses `?spec=` into this application-owned value once.
//! Generation and presentation then derive their independent concrete
//! settings from the same decision, preventing case or fallback drift.

use std::{error::Error, fmt, str::FromStr};

#[derive(Debug, Clone, Copy, PartialEq, Eq, Hash, Default)]
pub enum QualityProfile {
    /// Standard workloads intended for integrated and mobile-class GPUs.
    #[default]
    Low,
    /// Finer generation and larger rendering workloads for high-end systems.
    High,
}

impl QualityProfile {
    pub const ALL: [Self; 2] = [Self::Low, Self::High];

    /// Parses the stable `low`/`high` vocabulary case-insensitively.
    pub fn parse(value: &str) -> Option<Self> {
        let value = value.trim();
        Self::ALL
            .into_iter()
            .find(|quality| value.eq_ignore_ascii_case(quality.query_value()))
    }

    pub const fn query_value(self) -> &'static str {
        match self {
            Self::Low => "low",
            Self::High => "high",
        }
    }

    pub const fn label(self) -> &'static str {
        match self {
            Self::Low => "Standard",
            Self::High => "High",
        }
    }
}

impl fmt::Display for QualityProfile {
    fn fmt(&self, formatter: &mut fmt::Formatter<'_>) -> fmt::Result {
        formatter.write_str(self.query_value())
    }
}

impl FromStr for QualityProfile {
    type Err = ParseQualityProfileError;

    fn from_str(value: &str) -> Result<Self, Self::Err> {
        Self::parse(value).ok_or(ParseQualityProfileError)
    }
}

#[derive(Debug, Clone, Copy, PartialEq, Eq)]
pub struct ParseQualityProfileError;

impl fmt::Display for ParseQualityProfileError {
    fn fmt(&self, formatter: &mut fmt::Formatter<'_>) -> fmt::Result {
        formatter.write_str("expected quality profile `low` or `high`")
    }
}

impl Error for ParseQualityProfileError {}

#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn stable_quality_vocabulary_is_case_insensitive() {
        for quality in QualityProfile::ALL {
            let value = quality.query_value();
            assert_eq!(QualityProfile::parse(value), Some(quality));
            assert_eq!(
                QualityProfile::parse(&value.to_ascii_uppercase()),
                Some(quality)
            );
            assert_eq!(value.parse(), Ok(quality));
        }
        assert_eq!(QualityProfile::parse("ultra"), None);
    }
}


perf_governor: O(1) per frame, fine. Small note: `SCALES.iter().position(...)` on a 4-element const array is fine (O(4)).

thermal.rs: `ambient_celsius` is O(L) where L = number of lights — called once per frame (or per HUD refresh) presumably; fine. But if called per frame with the full light list, that's a per-frame O(L) scan — acceptable if L is small; but the enclosure count is computed by the caller — collision boxes near player — need to see how that's done in engine.rs (could be O(all boxes) per frame).

quality.rs: trivial.

Now flares.rs, navigation.rs, collision.rs, player.rs.
//! Dropped-flare lifecycle and per-frame light selection.
//!
//! Flares are transient world objects rather than chunk data. This module
//! owns their age, insertion order, collision-aware placement, retirement,
//! and clockless renderer payload. The engine only supplies player/world
//! context and the shared simulation time.

use crate::application::collision::{Aabb, CollisionWorld};
use crate::application::ports::{DynamicLight, MAX_DYNAMIC_LIGHTS};

/// Flare lifetime in seconds; intensity fades during the final tenth.
const FLARE_LIFETIME_S: f32 = 90.0;
/// Global active-flare cap. A new drop retires the oldest flare at the cap.
const FLARE_CAP: usize = 12;
/// Flares farther than this horizontal distance do not light the frame.
const FLARE_CULL_DISTANCE: f32 = 40.0;
/// Local warm glow radius of one flare.
const FLARE_LIGHT_RADIUS: f32 = 9.0;
/// Horizontal distance from the player at which a drop is attempted.
const FLARE_DROP_DISTANCE: f32 = 0.9;
/// Flare flame height above the floor slab.
const FLARE_HEIGHT: f32 = 0.3;
